testid,duration,top_n_beacons,building,floor_true,x_true,y_true,floor_est,x_est,y_est,error,floor_error
"314",10,1,"Building",2,27.7512466929,52.9957577633,2,26.94289778871401,49.57807458937632,3.5119775381143477,0
"315",10,1,"Building",0,28.235846582,35.5951202436,0,24.720549226565097,36.032123125446944,3.5423561390506966,0
"316",10,1,"Building",2,27.7016405859,46.324726442,2,26.553290020759313,35.552101955978976,10.83365807736605,0
"317",10,1,"Building",2,27.9021953829,39.1067143171,2,27.843490280007114,34.179457820885375,4.927606200640924,0
"318",10,1,"Building",0,31.3000519989,33.8670601127,0,27.475489145636665,35.9662665065208,4.3627913659055375,0
"321",10,1,"Building",0,22.9716988027,27.5439314627,0,27.08113517896136,31.54452168433892,5.735171266144808,0
"322",10,1,"Building",2,27.9523336706,29.2320727314,2,26.9277016101147,34.71578516594198,5.5786174742605095,0
"325",10,1,"Building",2,35.7238171017,27.0766943831,1,25.939967355557723,26.95527036748174,9.78460319311198,1
"327",10,1,"Building",0,24.307378019,22.9095886419,0,18.186787753069083,23.022588807805363,6.121633298467244,0
"329",10,1,"Building",0,17.9825440131,22.7524923495,0,9.622793787943515,28.58148531601676,10.191299369104303,0
"333",10,1,"Building",2,7.73432111898,14.1968935699,2,11.208541306351178,10.79572154974881,4.861910840502605,0
"335",10,1,"Building",2,7.6494341693,19.4796789237,2,5.085894322107661,14.342060079970675,5.741677797611563,0
"336",10,1,"Building",2,2.49255437632,17.1034864242,2,16.104278576346545,14.538741409011386,13.851243723598365,0
"338",10,1,"Building",0,9.15574435206,24.2449074932,0,7.494336807027754,20.884329569906402,3.748834353398184,0
"339",10,1,"Building",0,0.316690634106,31.6284370771,0,9.709845941437035,29.765282328590807,9.576153311457244,0
"340",10,1,"Building",2,0.0,41.6294754392,2,8.63067571884437,40.62386391972497,8.689063119344379,0
"341",10,1,"Building",2,7.8599899416,47.554094043,2,7.577832856380858,48.602899650871436,1.0860965996825218,0
"342",10,1,"Building",2,7.3718902781,52.0094549567,2,7.577832856380858,48.602899650871436,3.4127747357857787,0
"343",10,1,"Building",0,8.37005020056,42.075345186,0,9.64514535263091,39.63856297136087,2.750231846302476,0
"344",10,1,"Building",2,9.57894968971,52.7095833994,2,11.011956964642495,51.56022128353107,1.8369929568194219,0
"345",10,1,"Building",0,9.78429905146,38.5406772351,0,7.804971062939841,36.227127895642305,3.0447084970887426,0
"346",10,1,"Building",2,20.5731416345,53.1617040758,2,23.29331640703899,51.05890368122225,3.438185610550121,0
"347",10,1,"Building",0,9.98072222358,32.5317407127,0,9.490876347452543,30.66483845976837,1.9300966308349112,0
"348",10,1,"Building",2,19.783332043,39.1103600297,2,26.058460901763876,34.15825745648655,7.993782714692615,0
"314",10,2,"Building",2,27.7512466929,52.9957577633,2,26.83612862972615,51.692775644419086,1.5922322291897153,0
"315",10,2,"Building",0,28.235846582,35.5951202436,0,26.472370191449887,35.35765153130796,1.779393258766959,0
"316",10,2,"Building",2,27.7016405859,46.324726442,2,27.17366208181484,43.888984708610934,2.492307985091163,0
"317",10,2,"Building",2,27.9021953829,39.1067143171,2,26.821919687901808,34.67851181779354,4.558066799868974,0
"318",10,2,"Building",0,31.3000519989,33.8670601127,0,27.89907983037763,35.32751827417783,3.7012902794148594,0
"321",10,2,"Building",0,22.9716988027,27.5439314627,0,27.93808818228583,29.932306520229112,5.510840125161509,0
"322",10,2,"Building",2,27.9523336706,29.2320727314,2,25.16841945599011,34.510277806181016,5.9673802598586825,0
"325",10,2,"Building",2,35.7238171017,27.0766943831,1,28.029914861030115,25.846596790563005,7.791615479228322,1
"327",10,2,"Building",0,24.307378019,22.9095886419,0,21.77842795225782,25.535849300499404,3.6459338292105965,0
"329",10,2,"Building",0,17.9825440131,22.7524923495,0,12.992991460967492,27.584299673505186,6.945645879743812,0
"333",10,2,"Building",2,7.73432111898,14.1968935699,2,14.86508088046289,14.005669510539592,7.133323308028439,0
"335",10,2,"Building",2,7.6494341693,19.4796789237,2,7.469377917467076,19.193579979976295,0.3380426887597789,0
"336",10,2,"Building",2,2.49255437632,17.1034864242,2,12.984833729682126,15.55950475729397,10.60527252911169,0
"338",10,2,"Building",0,9.15574435206,24.2449074932,0,8.625322504021247,24.188000758791482,0.5334657564435482,0
"339",10,2,"Building",0,0.316690634106,31.6284370771,0,9.485265429061934,35.770538001164255,10.060803339487121,0
"340",10,2,"Building",2,0.0,41.6294754392,2,7.67029730020726,39.75164258824162,7.896816883384421,0
"341",10,2,"Building",2,7.8599899416,47.554094043,2,7.650066312098271,47.650471034365836,0.23099016145262563,0
"342",10,2,"Building",2,7.3718902781,52.0094549567,2,8.933768035411097,51.49678220335596,1.643866016682775,0
"343",10,2,"Building",0,8.37005020056,42.075345186,0,8.20176516420394,41.36814115824548,0.7269507482172216,0
"344",10,2,"Building",2,9.57894968971,52.7095833994,2,9.299040737024082,51.81351896240946,0.9387654110761141,0
"345",10,2,"Building",0,9.78429905146,38.5406772351,0,8.518434114023439,39.145468029594085,1.4029205055654637,0
"346",10,2,"Building",2,20.5731416345,53.1617040758,2,25.767647196238375,51.15379456390394,5.569074307180106,0
"347",10,2,"Building",0,9.98072222358,32.5317407127,0,9.430697570615248,30.663585005268338,1.94744264769941,0
"348",10,2,"Building",2,19.783332043,39.1103600297,1,25.883488915177193,34.38164530338188,7.718332516034045,1
"314",10,3,"Building",2,27.7512466929,52.9957577633,2,26.667174428962497,46.41480394007356,6.669645110264657,0
"315",10,3,"Building",0,28.235846582,35.5951202436,0,26.622220184804636,35.333274757630996,1.6347333752780717,0
"316",10,3,"Building",2,27.7016405859,46.324726442,2,27.160769881007848,43.89259802800266,2.491543646333283,0
"317",10,3,"Building",2,27.9021953829,39.1067143171,2,28.144566824738003,38.62098501023521,0.5428414827239921,0
"318",10,3,"Building",0,31.3000519989,33.8670601127,0,27.506516256626558,35.40515861730149,4.09349000704331,0
"321",10,3,"Building",0,22.9716988027,27.5439314627,0,28.035434032955944,29.93192332658346,5.598564068054308,0
"322",10,3,"Building",2,27.9523336706,29.2320727314,2,25.71356822083403,34.39067350240632,5.623453801152177,0
"325",10,3,"Building",2,35.7238171017,27.0766943831,2,27.961642039604666,23.758945178523152,8.441494031217756,0
"327",10,3,"Building",0,24.307378019,22.9095886419,0,17.728095598399157,27.983198032212368,8.308337343626167,0
"329",10,3,"Building",0,17.9825440131,22.7524923495,0,12.783360934736674,26.901826336494942,6.651952887533923,0
"333",10,3,"Building",2,7.73432111898,14.1968935699,2,14.112700577681519,14.649751660494656,6.394435469171812,0
"335",10,3,"Building",2,7.6494341693,19.4796789237,2,9.317215981401851,17.622952490313644,2.4957822864211043,0
"336",10,3,"Building",2,2.49255437632,17.1034864242,2,13.002282329898474,15.503730856548534,10.63078546178318,0
"338",10,3,"Building",0,9.15574435206,24.2449074932,0,8.543082116146039,24.91340955121275,0.9067800267332637,0
"339",10,3,"Building",0,0.316690634106,31.6284370771,0,8.983629258133586,35.44234209463246,9.468986038400335,0
"340",10,3,"Building",2,0.0,41.6294754392,2,7.446100985511321,39.79705851549061,7.668257407568505,0
"341",10,3,"Building",2,7.8599899416,47.554094043,2,8.917318170660838,48.4635568855888,1.3946561031374838,0
"342",10,3,"Building",2,7.3718902781,52.0094549567,2,13.71214029634546,51.49058550319873,6.361446046587069,0
"343",10,3,"Building",0,8.37005020056,42.075345186,0,8.195368682250896,40.995174162716026,1.0942043101638381,0
"344",10,3,"Building",2,9.57894968971,52.7095833994,2,9.634299745285071,49.62256642761656,3.087513143734156,0
"345",10,3,"Building",0,9.78429905146,38.5406772351,0,9.303369015045371,37.85694835631485,0.8359299489853017,0
"346",10,3,"Building",2,20.5731416345,53.1617040758,2,19.861229745735628,52.13648708486115,1.248154003267934,0
"347",10,3,"Building",0,9.98072222358,32.5317407127,0,9.257453691421626,30.188737290780303,2.4520975520435435,0
"348",10,3,"Building",2,19.783332043,39.1103600297,2,25.99502300991988,34.51268591135232,7.728111798300934,0
"314",10,4,"Building",2,27.7512466929,52.9957577633,2,26.7051160421996,46.386292468869215,6.691742733893754,0
"315",10,4,"Building",0,28.235846582,35.5951202436,0,26.6472335560518,32.00110632925376,3.9294563698718807,0
"316",10,4,"Building",2,27.7016405859,46.324726442,2,27.15358941179305,44.12152366067296,2.270344155648477,0
"317",10,4,"Building",2,27.9021953829,39.1067143171,2,28.153036560802025,38.62241408714331,0.5454062790868619,0
"318",10,4,"Building",0,31.3000519989,33.8670601127,0,26.725826352248806,33.987562095177296,4.57581260480174,0
"321",10,4,"Building",0,22.9716988027,27.5439314627,0,27.380268628207045,30.738646997091703,5.444418724901205,0
"322",10,4,"Building",2,27.9523336706,29.2320727314,2,27.277631564464098,27.31834968081961,2.02917688887562,0
"325",10,4,"Building",2,35.7238171017,27.0766943831,2,26.961295277927757,24.46824313413256,9.142527365577017,0
"327",10,4,"Building",0,24.307378019,22.9095886419,0,17.48611864368868,27.868907680502,8.43352979433362,0
"329",10,4,"Building",0,17.9825440131,22.7524923495,0,12.109301563845326,25.946214990778834,6.685420044929421,0
"333",10,4,"Building",2,7.73432111898,14.1968935699,2,13.28655207702865,16.263656006048066,5.924421961591403,0
"335",10,4,"Building",2,7.6494341693,19.4796789237,2,9.86778823048412,21.369384908548284,2.914117954020307,0
"336",10,4,"Building",2,2.49255437632,17.1034864242,2,12.143458508498467,18.15672000985148,9.708205372490001,0
"338",10,4,"Building",0,9.15574435206,24.2449074932,0,9.031010112929213,25.792043029943855,1.5521555976986439,0
"339",10,4,"Building",0,0.316690634106,31.6284370771,0,9.267688839051688,35.35866793191257,9.697164074879659,0
"340",10,4,"Building",2,0.0,41.6294754392,2,7.673988850016995,41.58062314575481,7.674144344274482,0
"341",10,4,"Building",2,7.8599899416,47.554094043,2,8.387716367289702,45.92169134373591,1.71558554229625,0
