major,minor,rssi,testid,t_floor,t_x,t_y,bt_floor,bt_x,bt_Y,deployid,watt,proximity
101,196,-47.3226215326,345,0,9.78429905146,38.5406772351,0,7.67759649968,37.6355936285,17,1.85241311337e-05,3
101,149,-54.7276277642,345,0,9.78429905146,38.5406772351,0,9.58002374392,41.0512763804,16,3.36695431453e-06,3
101,146,-64.8383551712,345,0,9.78429905146,38.5406772351,0,9.42472360737,32.3956255105,15,3.28219578093e-07,7
101,184,-65.8039915626,345,0,9.78429905146,38.5406772351,0,8.68704761585,43.0308200034,18,2.62785164616e-07,7
101,186,-68.0590724807,345,0,9.78429905146,38.5406772351,0,8.22114748052,26.6898825301,11,1.56348151851e-07,7
101,197,-69.8270476669,345,0,9.78429905146,38.5406772351,0,9.02954197705,21.6862928396,8,1.04062734371e-07,7
101,139,-70.7823346304,345,0,9.78429905146,38.5406772351,0,7.71642155667,30.416081979,14,8.35153945063e-08,15
101,179,-83.2766678194,345,0,9.78429905146,38.5406772351,0,13.2226465783,22.6178422904,7,4.70254779289e-09,15
101,176,-89.0423817429,345,0,9.78429905146,38.5406772351,0,7.40582137501,13.2212238634,10,1.246699616e-09,15
101,115,-90.0,345,0,9.78429905146,38.5406772351,2,7.59493346216,36.386477457,51,1e-09,15
101,180,-90.095608059,345,0,9.78429905146,38.5406772351,0,27.1626309726,22.5783486241,4,9.78225983035e-10,15
101,161,-90.4220731656,345,0,9.78429905146,38.5406772351,1,8.01889153388,26.7331959193,29,9.07387272737e-10,15
101,122,-90.6576542451,345,0,9.78429905146,38.5406772351,1,6.08068802502,33.1099279758,30,8.59477625821e-10,15
101,168,-90.9235837027,345,0,9.78429905146,38.5406772351,1,9.71041452799,37.0909813036,31,8.08428526401e-10,15
101,126,-91.9019754431,345,0,9.78429905146,38.5406772351,2,11.1045730971,31.92882652,57,6.45360611871e-10,15
101,119,-91.9235837027,345,0,9.78429905146,38.5406772351,2,9.60041468039,37.2922101962,59,6.42157604277e-10,15
101,183,-92.8771401473,345,0,9.78429905146,38.5406772351,1,7.455050292,42.9744854671,32,5.15568037168e-10,15
101,188,-93.2465360664,345,0,9.78429905146,38.5406772351,0,27.822657033,26.8867671999,3,4.73528795032e-10,15
101,174,-93.3651815113,345,0,9.78429905146,38.5406772351,1,12.5296199144,15.9174132844,27,4.60767510731e-10,15
101,121,-93.5548953255,345,0,9.78429905146,38.5406772351,1,7.34823813414,47.4912410236,33,4.41072993816e-10,15
101,155,-96.9235837027,345,0,9.78429905146,38.5406772351,2,7.74469114617,43.1168603772,52,2.03068064631e-10,15
