major,minor,rssi,testid,t_floor,t_x,t_y,bt_floor,bt_x,bt_Y,deployid,watt,proximity
101,147,-53.8922767953,333,2,7.73432111898,14.1968935699,2,11.1547738384,12.5269376135,48,4.08105380388e-06,3
101,138,-59.4503597296,333,2,7.73432111898,14.1968935699,2,18.5752876093,15.4843176138,47,1.13491680571e-06,3
101,140,-65.7139125466,333,2,7.73432111898,14.1968935699,2,7.39437866522,15.6346930664,49,2.68292631593e-07,7
101,194,-68.7196958884,333,2,7.73432111898,14.1968935699,2,7.54479435145,22.7524548591,50,1.34285899058e-07,7
101,152,-70.9596898961,333,2,7.73432111898,14.1968935699,2,24.5919195389,12.6271879458,46,8.01735308501e-08,15
101,115,-71.0612616873,333,2,7.73432111898,14.1968935699,2,7.59493346216,36.386477457,51,7.83202078365e-08,15
101,144,-74.5472799513,333,2,7.73432111898,14.1968935699,1,12.4591398849,24.5489010436,28,3.509716237e-08,15
101,119,-79.476678414,333,2,7.73432111898,14.1968935699,2,9.60041468039,37.2922101962,59,1.12805989298e-08,15
101,202,-80.6108272429,333,2,7.73432111898,14.1968935699,2,7.59427545994,50.3348724107,53,8.68794925709e-09,15
101,174,-80.7111701844,333,2,7.73432111898,14.1968935699,1,12.5296199144,15.9174132844,27,8.489516985e-09,15
101,161,-82.1032524969,333,2,7.73432111898,14.1968935699,1,8.01889153388,26.7331959193,29,6.16133397438e-09,15
101,148,-82.1652109206,333,2,7.73432111898,14.1968935699,2,28.2520373136,15.4843176138,45,6.07405762715e-09,15
101,121,-83.8513066478,333,2,7.73432111898,14.1968935699,1,7.34823813414,47.4912410236,33,4.11973551295e-09,15
101,155,-84.0802672714,333,2,7.73432111898,14.1968935699,2,7.74469114617,43.1168603772,52,3.90816843595e-09,15
101,122,-87.8592139691,333,2,7.73432111898,14.1968935699,1,6.08068802502,33.1099279758,30,1.63711279615e-09,15
101,176,-90.1140799938,333,2,7.73432111898,14.1968935699,0,7.40582137501,13.2212238634,10,9.74074110607e-10,15
101,183,-90.4053493534,333,2,7.73432111898,14.1968935699,1,7.455050292,42.9744854671,32,9.10888176029e-10,15
101,168,-90.6982539888,333,2,7.73432111898,14.1968935699,1,9.71041452799,37.0909813036,31,8.51480293382e-10,15
101,163,-91.5000728818,333,2,7.73432111898,14.1968935699,2,28.2012726619,22.9166535704,44,7.07933903981e-10,15
101,175,-91.5909261468,333,2,7.73432111898,14.1968935699,2,11.0037002414,53.292252411,54,6.93277946523e-10,15
101,197,-95.0,333,2,7.73432111898,14.1968935699,0,9.02954197705,21.6862928396,8,3.16227766017e-10,15
101,181,-95.9852896602,333,2,7.73432111898,14.1968935699,2,25.9957380122,37.1919604126,58,2.52040907099e-10,15
101,156,-96.0,333,2,7.73432111898,14.1968935699,2,24.3411640007,31.8285761878,56,2.51188643151e-10,15
101,158,-96.2202024601,333,2,7.73432111898,14.1968935699,1,7.27711189817,59.4115905683,34,2.38769997013e-10,15
101,160,-97.0,333,2,7.73432111898,14.1968935699,1,27.8590484144,28.7765687751,24,1.99526231497e-10,15
