major,minor,rssi,testid,t_floor,t_x,t_y,bt_floor,bt_x,bt_Y,deployid,watt,proximity
101,160,-68.3064730829,325,2,35.7238171017,27.0766943831,1,27.8590484144,28.7765687751,24,1.47690544527e-07,7
101,163,-69.3926758991,325,2,35.7238171017,27.0766943831,2,28.2012726619,22.9166535704,44,1.15009154336e-07,7
101,148,-76.8072681894,325,2,35.7238171017,27.0766943831,2,28.2520373136,15.4843176138,45,2.08580248754e-08,15
101,156,-78.250373238,325,2,35.7238171017,27.0766943831,2,24.3411640007,31.8285761878,56,1.49610707331e-08,15
101,145,-79.9439001085,325,2,35.7238171017,27.0766943831,2,28.0508562441,35.899050609,43,1.0130012684e-08,15
101,167,-80.3377449191,325,2,35.7238171017,27.0766943831,1,23.1016394277,24.4784397593,25,9.251784496e-09,15
101,152,-80.8381581637,325,2,35.7238171017,27.0766943831,2,24.5919195389,12.6271879458,46,8.24487704856e-09,15
101,181,-81.5550608031,325,2,35.7238171017,27.0766943831,2,25.9957380122,37.1919604126,58,6.99026950021e-09,15
101,195,-82.5632195346,325,2,35.7238171017,27.0766943831,2,28.2514109496,43.2173130662,42,5.54214707279e-09,15
101,205,-85.8946558122,325,2,35.7238171017,27.0766943831,1,26.0969946416,37.018767846,39,2.57356071659e-09,15
101,138,-87.7742779925,325,2,35.7238171017,27.0766943831,2,18.5752876093,15.4843176138,47,1.6694453267e-09,15
101,201,-90.6362536357,325,2,35.7238171017,27.0766943831,1,22.8197192182,15.8821826423,26,8.63723302082e-10,15
101,170,-92.2459513323,325,2,35.7238171017,27.0766943831,2,28.3516883481,50.5857000951,41,5.96217702639e-10,15
101,166,-92.3619444791,325,2,35.7238171017,27.0766943831,2,24.4408774887,53.4428297631,40,5.80504448407e-10,15
101,125,-93.0,325,2,35.7238171017,27.0766943831,1,28.0346166835,43.2672430536,23,5.01187233627e-10,15
101,115,-94.0,325,2,35.7238171017,27.0766943831,2,7.59493346216,36.386477457,51,3.98107170553e-10,15
101,126,-97.0,325,2,35.7238171017,27.0766943831,2,11.1045730971,31.92882652,57,1.99526231497e-10,15
