major,minor,rssi,testid,t_floor,t_x,t_y,bt_floor,bt_x,bt_Y,deployid,watt,proximity
101,175,-58.1592830611,344,2,9.57894968971,52.7095833994,2,11.0037002414,53.292252411,54,1.5278182516e-06,3
101,202,-59.7015307859,344,2,9.57894968971,52.7095833994,2,7.59427545994,50.3348724107,53,1.07114168643e-06,3
101,155,-65.2527627408,344,2,9.57894968971,52.7095833994,2,7.74469114617,43.1168603772,52,2.98348408792e-07,7
101,119,-68.3042599889,344,2,9.57894968971,52.7095833994,2,9.60041468039,37.2922101962,59,1.47765824401e-07,7
101,121,-68.5603271096,344,2,9.57894968971,52.7095833994,1,7.34823813414,47.4912410236,33,1.39305187466e-07,7
101,115,-70.4082454252,344,2,9.57894968971,52.7095833994,2,7.59493346216,36.386477457,51,9.10280957124e-08,15
101,166,-71.590554583,344,2,9.57894968971,52.7095833994,2,24.4408774887,53.4428297631,40,6.93337262959e-08,15
101,158,-74.7062007945,344,2,9.57894968971,52.7095833994,1,7.27711189817,59.4115905683,34,3.38360704517e-08,15
101,183,-74.7064454727,344,2,9.57894968971,52.7095833994,1,7.455050292,42.9744854671,32,3.38341642063e-08,15
101,191,-75.0588857755,344,2,9.57894968971,52.7095833994,2,18.0732435291,50.3849976226,55,3.11968986801e-08,15
101,126,-78.4805368221,344,2,9.57894968971,52.7095833994,2,11.1045730971,31.92882652,57,1.41888212587e-08,15
101,168,-79.6087559838,344,2,9.57894968971,52.7095833994,1,9.71041452799,37.0909813036,31,1.09426976984e-08,15
101,194,-80.7839701402,344,2,9.57894968971,52.7095833994,2,7.54479435145,22.7524548591,50,8.34839493616e-09,15
101,140,-80.9972435152,344,2,9.57894968971,52.7095833994,2,7.39437866522,15.6346930664,49,7.94832558127e-09,15
101,193,-82.6191886414,344,2,9.57894968971,52.7095833994,1,10.3077574646,65.330325374,35,5.47118167175e-09,15
101,161,-84.5675315431,344,2,9.57894968971,52.7095833994,1,8.01889153388,26.7331959193,29,3.49338817382e-09,15
101,174,-87.6622738147,344,2,9.57894968971,52.7095833994,1,12.5296199144,15.9174132844,27,1.713060174e-09,15
101,170,-88.9887314223,344,2,9.57894968971,52.7095833994,2,28.3516883481,50.5857000951,41,1.26219616926e-09,15
101,195,-89.3425967767,344,2,9.57894968971,52.7095833994,2,28.2514109496,43.2173130662,42,1.16343017166e-09,15
101,147,-89.4712810462,344,2,9.57894968971,52.7095833994,2,11.1547738384,12.5269376135,48,1.1294627059e-09,15
101,187,-89.8771401473,344,2,9.57894968971,52.7095833994,1,11.3297194926,60.0105103876,38,1.02869347536e-09,15
101,138,-90.0242865217,344,2,9.57894968971,52.7095833994,2,18.5752876093,15.4843176138,47,9.94423428841e-10,15
101,122,-90.0748380616,344,2,9.57894968971,52.7095833994,1,6.08068802502,33.1099279758,30,9.82915522973e-10,15
101,182,-90.8995700664,344,2,9.57894968971,52.7095833994,1,27.9288969593,51.3350420929,22,8.12910987018e-10,15
101,145,-93.0246794851,344,2,9.57894968971,52.7095833994,2,28.0508562441,35.899050609,43,4.98347233283e-10,15
101,144,-93.2459513323,344,2,9.57894968971,52.7095833994,1,12.4591398849,24.5489010436,28,4.73592555249e-10,15
101,178,-93.3433087472,344,2,9.57894968971,52.7095833994,1,24.0513826947,59.7991270833,37,4.63093969195e-10,15
101,116,-94.0,344,2,9.57894968971,52.7095833994,1,25.0733447227,65.330325374,36,3.98107170553e-10,15
101,181,-94.4302557897,344,2,9.57894968971,52.7095833994,2,25.9957380122,37.1919604126,58,3.60557406376e-10,15
101,156,-95.0,344,2,9.57894968971,52.7095833994,2,24.3411640007,31.8285761878,56,3.16227766017e-10,15
101,192,-98.0,344,2,9.57894968971,52.7095833994,1,27.7174560478,59.1562272772,21,1.58489319246e-10,15
