major,minor,rssi,testid,t_floor,t_x,t_y,bt_floor,bt_x,bt_Y,deployid,watt,proximity
101,155,-67.8504895616,340,2,0.0,41.6294754392,2,7.74469114617,43.1168603772,52,1.64040484695e-07,7
101,115,-68.3114800863,340,2,0.0,41.6294754392,2,7.59493346216,36.386477457,51,1.47520369455e-07,7
101,119,-71.4568358432,340,2,0.0,41.6294754392,2,9.60041468039,37.2922101962,59,7.15017079224e-08,15
101,202,-77.04429824,340,2,0.0,41.6294754392,2,7.59427545994,50.3348724107,53,1.97501398865e-08,15
101,126,-77.5889859667,340,2,0.0,41.6294754392,2,11.1045730971,31.92882652,57,1.74221361502e-08,15
101,175,-79.3789493441,340,2,0.0,41.6294754392,2,11.0037002414,53.292252411,54,1.15373233782e-08,15
101,183,-80.4685779918,340,2,0.0,41.6294754392,1,7.455050292,42.9744854671,32,8.97722687259e-09,15
101,121,-81.0174333724,340,2,0.0,41.6294754392,1,7.34823813414,47.4912410236,33,7.91146047571e-09,15
101,122,-81.5989835645,340,2,0.0,41.6294754392,1,6.08068802502,33.1099279758,30,6.91992908013e-09,15
101,168,-82.2121492312,340,2,0.0,41.6294754392,1,9.71041452799,37.0909813036,31,6.00876302961e-09,15
101,191,-83.3557142179,340,2,0.0,41.6294754392,2,18.0732435291,50.3849976226,55,4.61773044885e-09,15
101,194,-85.7324551862,340,2,0.0,41.6294754392,2,7.54479435145,22.7524548591,50,2.67149571166e-09,15
101,174,-90.2420551975,340,2,0.0,41.6294754392,1,12.5296199144,15.9174132844,27,9.45789482589e-10,15
101,149,-91.8633336826,340,2,0.0,41.6294754392,0,9.58002374392,41.0512763804,16,6.51128390308e-10,15
101,161,-91.9982298115,340,2,0.0,41.6294754392,1,8.01889153388,26.7331959193,29,6.31214575723e-10,15
101,158,-92.0195590488,340,2,0.0,41.6294754392,1,7.27711189817,59.4115905683,34,6.2812213055e-10,15
101,181,-93.4712810462,340,2,0.0,41.6294754392,2,25.9957380122,37.1919604126,58,4.4964720209e-10,15
101,140,-93.4830460439,340,2,0.0,41.6294754392,2,7.39437866522,15.6346930664,49,4.4843076035e-10,15
101,147,-96.9852896602,340,2,0.0,41.6294754392,2,11.1547738384,12.5269376135,48,2.00203208814e-10,15
101,138,-98.0,340,2,0.0,41.6294754392,2,18.5752876093,15.4843176138,47,1.58489319246e-10,15
101,195,-98.0,340,2,0.0,41.6294754392,2,28.2514109496,43.2173130662,42,1.58489319246e-10,15
101,196,-98.816989476,340,2,0.0,41.6294754392,0,7.67759649968,37.6355936285,17,1.31310982972e-10,15
