testid,building_id,t_floor,t_x,t_y,interval,bt_major,bt_minor,bt_floor,bt_x,bt_y,rssi
"Test50294","AM",1,7.877342455798169,41.19239045838931,5,1000,592,1,4.78590982289451,45.725435115368946,-90,
"Test50294","AM",1,7.877342455798169,41.19239045838931,5,1000,534,1,23.005985968048318,49.39659185422822,-107,
"Test50294","AM",1,7.877342455798169,41.19239045838931,5,1000,584,1,14.758214851116394,38.00851285497156,-79,
"Test40075","AM",1,7.639423541851525,40.716921756358595,10,1000,568,1,0.43708479215242596,38.00851285497156,-96,
"Test40075","AM",1,7.639423541851525,40.716921756358595,10,1000,568,1,0.43708479215242596,38.00851285497156,-94,
"Test40075","AM",1,7.639423541851525,40.716921756358595,10,1000,568,1,0.43708479215242596,38.00851285497156,-92,
"Test40075","AM",1,7.639423541851525,40.716921756358595,10,1000,568,1,0.43708479215242596,38.00851285497156,-96,
"Test40075","AM",1,7.639423541851525,40.716921756358595,10,1000,568,1,0.43708479215242596,38.00851285497156,-91,
"Test40075","AM",1,7.639423541851525,40.716921756358595,10,1000,582,1,11.908984843052998,23.099117519462734,-96,
"Test40075","AM",1,7.639423541851525,40.716921756358595,10,1000,582,1,11.908984843052998,23.099117519462734,-95,
"Test40075","AM",1,7.639423541851525,40.716921756358595,10,1000,533,1,22.40614815353179,38.158356368043094,-96,
"Test40075","AM",1,7.639423541851525,40.716921756358595,10,1000,592,1,4.78590982289451,45.725435115368946,-97,
"Test40075","AM",1,7.639423541851525,40.716921756358595,10,1000,592,1,4.78590982289451,45.725435115368946,-93,
"Test40075","AM",1,7.639423541851525,40.716921756358595,10,1000,584,1,14.758214851116394,38.00851285497156,-83,
"Test79839","AM",1,5.260234013275198,37.3886377316792,5,1000,584,1,14.758214851116394,38.00851285497156,-77,
"Test79839","AM",1,5.260234013275198,37.3886377316792,5,1000,584,1,14.758214851116394,38.00851285497156,-79,
"Test79839","AM",1,5.260234013275198,37.3886377316792,5,1000,568,1,0.43708479215242596,38.00851285497156,-83,
"Test79839","AM",1,5.260234013275198,37.3886377316792,5,1000,568,1,0.43708479215242596,38.00851285497156,-85,
"Test79839","AM",1,5.260234013275198,37.3886377316792,5,1000,568,1,0.43708479215242596,38.00851285497156,-84,
"Test79839","AM",1,5.260234013275198,37.3886377316792,5,1000,568,1,0.43708479215242596,38.00851285497156,-84,
"Test79839","AM",1,5.260234013275198,37.3886377316792,5,1000,582,1,11.908984843052998,23.099117519462734,-85,
"Test79839","AM",1,5.260234013275198,37.3886377316792,5,1000,582,1,11.908984843052998,23.099117519462734,-82,
"Test79839","AM",1,5.260234013275198,37.3886377316792,5,1000,592,1,4.78590982289451,45.725435115368946,-84,
"Test79839","AM",1,5.260234013275198,37.3886377316792,5,1000,542,1,0.8869632503172951,30.44143410764571,-84,
"Test79839","AM",1,5.260234013275198,37.3886377316792,5,1000,542,1,0.8869632503172951,30.44143410764571,-95,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,584,1,14.758214851116394,38.00851285497156,-76,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,584,1,14.758214851116394,38.00851285497156,-77,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,584,1,14.758214851116394,38.00851285497156,-79,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,584,1,14.758214851116394,38.00851285497156,-78,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,542,1,0.8869632503172951,30.44143410764571,-79,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,542,1,0.8869632503172951,30.44143410764571,-85,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,592,1,4.78590982289451,45.725435115368946,-93,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,592,1,4.78590982289451,45.725435115368946,-94,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,582,1,11.908984843052998,23.099117519462734,-85,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,582,1,11.908984843052998,23.099117519462734,-82,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,582,1,11.908984843052998,23.099117519462734,-85,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,582,1,11.908984843052998,23.099117519462734,-82,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,536,1,23.080965889417833,30.516355864181474,-95,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,568,1,0.43708479215242596,38.00851285497156,-93,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,568,1,0.43708479215242596,38.00851285497156,-95,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,568,1,0.43708479215242596,38.00851285497156,-96,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,533,1,22.40614815353179,38.158356368043094,-103,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,533,1,22.40614815353179,38.158356368043094,-113,
"Test84117","AM",1,5.260234013275198,31.445280511527507,5,1000,588,1,3.0613755224946493,60.484984604957916,-102,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,542,1,0.8869632503172951,30.44143410764571,-88,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,542,1,0.8869632503172951,30.44143410764571,-88,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,542,1,0.8869632503172951,30.44143410764571,-87,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,542,1,0.8869632503172951,30.44143410764571,-84,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,542,1,0.8869632503172951,30.44143410764571,-84,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,542,1,0.8869632503172951,30.44143410764571,-84,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,542,1,0.8869632503172951,30.44143410764571,-83,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,542,1,0.8869632503172951,30.44143410764571,-87,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,582,1,11.908984843052998,23.099117519462734,-84,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,582,1,11.908984843052998,23.099117519462734,-85,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,582,1,11.908984843052998,23.099117519462734,-85,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,582,1,11.908984843052998,23.099117519462734,-83,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,582,1,11.908984843052998,23.099117519462734,-83,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,582,1,11.908984843052998,23.099117519462734,-84,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,582,1,11.908984843052998,23.099117519462734,-84,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,584,1,14.758214851116394,38.00851285497156,-90,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,584,1,14.758214851116394,38.00851285497156,-91,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,584,1,14.758214851116394,38.00851285497156,-94,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,584,1,14.758214851116394,38.00851285497156,-93,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,568,1,0.43708479215242596,38.00851285497156,-93,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,568,1,0.43708479215242596,38.00851285497156,-93,
"Test8205","AM",1,5.260234013275198,31.68301330731065,10,1000,568,1,0.43708479215242596,38.00851285497156,-95,
"Test70869","AM",1,1.6914495258557574,62.58848554904381,10,1000,588,1,3.0613755224946493,60.484984604957916,-87,
"Test70869","AM",1,1.6914495258557574,62.58848554904381,10,1000,588,1,3.0613755224946493,60.484984604957916,-88,
"Test70869","AM",1,1.6914495258557574,62.58848554904381,10,1000,588,1,3.0613755224946493,60.484984604957916,-85,
"Test70869","AM",1,1.6914495258557574,62.58848554904381,10,1000,588,1,3.0613755224946493,60.484984604957916,-78,
"Test70869","AM",1,1.6914495258557574,62.58848554904381,10,1000,588,1,3.0613755224946493,60.484984604957916,-77,
"Test70869","AM",1,1.6914495258557574,62.58848554904381,10,1000,588,1,3.0613755224946493,60.484984604957916,-76,
"Test70869","AM",1,1.6914495258557574,62.58848554904381,10,1000,588,1,3.0613755224946493,60.484984604957916,-76,
"Test70869","AM",1,1.6914495258557574,62.58848554904381,10,1000,567,1,4.111092087008469,68.50159355129132,-92,
"Test70869","AM",1,1.6914495258557574,62.58848554904381,10,1000,567,1,4.111092087008469,68.50159355129132,-89,
"Test70869","AM",1,1.6914495258557574,62.58848554904381,10,1000,567,1,4.111092087008469,68.50159355129132,-95,
"Test70869","AM",1,1.6914495258557574,62.58848554904381,10,1000,567,1,4.111092087008469,68.50159355129132,-87,
"Test70869","AM",1,1.6914495258557574,62.58848554904381,10,1000,537,1,22.931007603118402,60.85959261002064,-99,
"Test70869","AM",1,1.6914495258557574,62.58848554904381,10,1000,579,1,15.657972351110983,68.35175042702784,-96,
"Test79992","AM",1,1.2156115034075219,66.39223574850158,10,1000,567,1,4.111092087008469,68.50159355129132,-81,
"Test79992","AM",1,1.2156115034075219,66.39223574850158,10,1000,567,1,4.111092087008469,68.50159355129132,-80,
"Test37993","AM",1,9.304855939478026,59.497938597036125,5,1000,588,1,3.0613755224946493,60.484984604957916,-90,
"Test37993","AM",1,9.304855939478026,59.497938597036125,5,1000,588,1,3.0613755224946493,60.484984604957916,-90,
"Test37993","AM",1,9.304855939478026,59.497938597036125,5,1000,534,1,23.005985968048318,49.39659185422822,-97,
"Test37993","AM",1,9.304855939478026,59.497938597036125,5,1000,534,1,23.005985968048318,49.39659185422822,-96,
"Test37993","AM",1,9.304855939478026,59.497938597036125,5,1000,534,1,23.005985968048318,49.39659185422822,-97,
"Test37993","AM",1,9.304855939478026,59.497938597036125,5,1000,579,1,15.657972351110983,68.35175042702784,-82,
"Test37993","AM",1,9.304855939478026,59.497938597036125,5,1000,579,1,15.657972351110983,68.35175042702784,-77,
"Test37993","AM",1,9.304855939478026,59.497938597036125,5,1000,567,1,4.111092087008469,68.50159355129132,-91,
"Test37993","AM",1,9.304855939478026,59.497938597036125,5,1000,567,1,4.111092087008469,68.50159355129132,-92,
"Test37993","AM",1,9.304855939478026,59.497938597036125,5,1000,584,1,14.758214851116394,38.00851285497156,-98,
"Test37993","AM",1,9.304855939478026,59.497938597036125,5,1000,537,1,22.931007603118402,60.85959261002064,-79,
"Test34350","AM",1,0.26393565306600075,11.951057507339483,5,1000,553,1,0.2871252898845571,15.307273502529586,-72,
"Test34350","AM",1,0.26393565306600075,11.951057507339483,5,1000,582,1,11.908984843052998,23.099117519462734,-86,
"Test34350","AM",1,0.26393565306600075,11.951057507339483,5,1000,582,1,11.908984843052998,23.099117519462734,-91,
"Test34350","AM",1,0.26393565306600075,11.951057507339483,5,1000,582,1,11.908984843052998,23.099117519462734,-90,
"Test34350","AM",1,0.26393565306600075,11.951057507339483,5,1000,582,1,11.908984843052998,23.099117519462734,-91,
"Test34350","AM",1,0.26393565306600075,11.951057507339483,5,1000,584,1,14.758214851116394,38.00851285497156,-100,
"Test34350","AM",1,0.26393565306600075,11.951057507339483,5,1000,584,1,14.758214851116394,38.00851285497156,-99,
"Test34350","AM",1,0.26393565306600075,11.951057507339483,5,1000,584,1,14.758214851116394,38.00851285497156,-98,
"Test34350","AM",1,0.26393565306600075,11.951057507339483,5,1000,601,1,22.181209945862847,15.532041882601305,-99,
"Test34350","AM",1,0.26393565306600075,11.951057507339483,5,1000,549,1,11.684045857164252,0.32295952094941677,-103,
"Test34350","AM",1,0.26393565306600075,11.951057507339483,5,1000,549,1,11.684045857164252,0.32295952094941677,-101,
"Test66732","AM",1,6.687747886064955,9.335978090938358,5,1000,584,1,14.758214851116394,38.00851285497156,-102,
"Test66732","AM",1,6.687747886064955,9.335978090938358,5,1000,584,1,14.758214851116394,38.00851285497156,-100,
"Test66732","AM",1,6.687747886064955,9.335978090938358,5,1000,553,1,0.2871252898845571,15.307273502529586,-79,
"Test66732","AM",1,6.687747886064955,9.335978090938358,5,1000,553,1,0.2871252898845571,15.307273502529586,-77,
"Test66732","AM",1,6.687747886064955,9.335978090938358,5,1000,553,1,0.2871252898845571,15.307273502529586,-78,
"Test66732","AM",1,6.687747886064955,9.335978090938358,5,1000,553,1,0.2871252898845571,15.307273502529586,-78,
"Test66732","AM",1,6.687747886064955,9.335978090938358,5,1000,582,1,11.908984843052998,23.099117519462734,-90,
"Test66732","AM",1,6.687747886064955,9.335978090938358,5,1000,582,1,11.908984843052998,23.099117519462734,-91,
"Test66732","AM",1,6.687747886064955,9.335978090938358,5,1000,582,1,11.908984843052998,23.099117519462734,-91,
"Test66732","AM",1,6.687747886064955,9.335978090938358,5,1000,582,1,11.908984843052998,23.099117519462734,-92,
"Test66732","AM",1,6.687747886064955,9.335978090938358,5,1000,601,1,22.181209945862847,15.532041882601305,-106,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,601,1,22.181209945862847,15.532041882601305,-89,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,601,1,22.181209945862847,15.532041882601305,-89,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,536,1,23.080965889417833,30.516355864181474,-97,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,536,1,23.080965889417833,30.516355864181474,-97,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,536,1,23.080965889417833,30.516355864181474,-100,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,536,1,23.080965889417833,30.516355864181474,-99,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,549,1,11.684045857164252,0.32295952094941677,-95,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,549,1,11.684045857164252,0.32295952094941677,-96,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,549,1,11.684045857164252,0.32295952094941677,-94,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,549,1,11.684045857164252,0.32295952094941677,-94,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,549,1,11.684045857164252,0.32295952094941677,-94,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,542,1,0.8869632503172951,30.44143410764571,-101,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,542,1,0.8869632503172951,30.44143410764571,-99,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,542,1,0.8869632503172951,30.44143410764571,-99,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,553,1,0.2871252898845571,15.307273502529586,-96,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,553,1,0.2871252898845571,15.307273502529586,-97,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,553,1,0.2871252898845571,15.307273502529586,-95,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,553,1,0.2871252898845571,15.307273502529586,-95,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,582,1,11.908984843052998,23.099117519462734,-81,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,582,1,11.908984843052998,23.099117519462734,-89,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,582,1,11.908984843052998,23.099117519462734,-93,
"Test67062","AM",1,6.449828972118311,15.517074327802032,5,1000,584,1,14.758214851116394,38.00851285497156,-104,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,563,1,22.706067839009858,0.32295952094941677,-103,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,563,1,22.706067839009858,0.32295952094941677,-105,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,553,1,0.2871252898845571,15.307273502529586,-97,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,553,1,0.2871252898845571,15.307273502529586,-97,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,553,1,0.2871252898845571,15.307273502529586,-96,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,601,1,22.181209945862847,15.532041882601305,-91,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,601,1,22.181209945862847,15.532041882601305,-94,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,601,1,22.181209945862847,15.532041882601305,-93,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,601,1,22.181209945862847,15.532041882601305,-92,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,549,1,11.684045857164252,0.32295952094941677,-85,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,549,1,11.684045857164252,0.32295952094941677,-85,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,549,1,11.684045857164252,0.32295952094941677,-85,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,549,1,11.684045857164252,0.32295952094941677,-84,
"Test92679","AM",1,14.06323499663068,9.573717107650348,5,1000,533,1,22.40614815353179,38.158356368043094,-106,
"Test85276","AM",1,16.44242569253671,14.328404127957462,5,1000,582,1,11.908984843052998,23.099117519462734,-88,
"Test85276","AM",1,16.44242569253671,14.328404127957462,5,1000,582,1,11.908984843052998,23.099117519462734,-86,
"Test85276","AM",1,16.44242569253671,14.328404127957462,5,1000,582,1,11.908984843052998,23.099117519462734,-86,
"Test85276","AM",1,16.44242569253671,14.328404127957462,5,1000,582,1,11.908984843052998,23.099117519462734,-85,
"Test85276","AM",1,16.44242569253671,14.328404127957462,5,1000,536,1,23.080965889417833,30.516355864181474,-91,
"Test85276","AM",1,16.44242569253671,14.328404127957462,5,1000,536,1,23.080965889417833,30.516355864181474,-92,
"Test85276","AM",1,16.44242569253671,14.328404127957462,5,1000,533,1,22.40614815353179,38.158356368043094,-104,
