testid,beacon_major,beacon_minor,b_building,b_floor,b_x,b_y,rssi,building,floor_true,x_true,y_true,floor_est,x_est,y_est,error,floor_error
"Test79839",1000,582,"AM",1,11.908984843052998,23.099117519462734,-82,"AM",1,5.260234013275198,37.3886377316792,1,7.827969586169615,31.840275649775595,6.113721269751597,0
"Test79839",1000,568,"AM",1,0.43708479215242596,38.00851285497156,-83,"AM",1,5.260234013275198,37.3886377316792,1,7.827969586169615,31.840275649775595,6.113721269751597,0
"Test79839",1000,568,"AM",1,0.43708479215242596,38.00851285497156,-85,"AM",1,5.260234013275198,37.3886377316792,1,7.827969586169615,31.840275649775595,6.113721269751597,0
"Test79839",1000,568,"AM",1,0.43708479215242596,38.00851285497156,-84,"AM",1,5.260234013275198,37.3886377316792,1,7.827969586169615,31.840275649775595,6.113721269751597,0
"Test79839",1000,568,"AM",1,0.43708479215242596,38.00851285497156,-84,"AM",1,5.260234013275198,37.3886377316792,1,7.827969586169615,31.840275649775595,6.113721269751597,0
"Test79839",1000,592,"AM",1,4.78590982289451,45.725435115368946,-84,"AM",1,5.260234013275198,37.3886377316792,1,7.827969586169615,31.840275649775595,6.113721269751597,0
"Test79839",1000,542,"AM",1,0.8869632503172951,30.44143410764571,-84,"AM",1,5.260234013275198,37.3886377316792,1,7.827969586169615,31.840275649775595,6.113721269751597,0
"Test79839",1000,542,"AM",1,0.8869632503172951,30.44143410764571,-95,"AM",1,5.260234013275198,37.3886377316792,1,7.827969586169615,31.840275649775595,6.113721269751597,0
"Test84117",1000,584,"AM",1,14.758214851116394,38.00851285497156,-76,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,584,"AM",1,14.758214851116394,38.00851285497156,-77,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
