testid,duration,top_n_beacons,building,floor_true,x_true,y_true,floor_est,x_est,y_est,error,floor_error
"314",10,1,"Building",2,27.7512466929,52.9957577633,2,28.50763220456028,52.57961120486199,0.8633058556209279,0
"315",10,1,"Building",0,28.235846582,35.5951202436,0,24.129676492097076,37.25494089411616,4.428954436330688,0
"316",10,1,"Building",2,27.7016405859,46.324726442,2,27.680824305028576,36.11470269704572,10.210044965135046,0
"317",10,1,"Building",2,27.9021953829,39.1067143171,2,27.95417591023972,33.9013887474617,5.205585102671243,0
"318",10,1,"Building",0,31.3000519989,33.8670601127,0,29.691717768627306,37.21861593417284,3.7174810585550144,0
"321",10,1,"Building",0,22.9716988027,27.5439314627,0,29.340222838791775,31.446678687810472,7.469239204991774,0
"322",10,1,"Building",2,27.9523336706,29.2320727314,2,27.45471440787456,32.40955642748271,3.216213234458635,0
"325",10,1,"Building",2,35.7238171017,27.0766943831,1,23.09309546647799,30.288419461575977,13.032663081894539,1
"327",10,1,"Building",0,24.307378019,22.9095886419,0,19.387577406409044,26.411198956989328,6.038684696719173,0
"329",10,1,"Building",0,17.9825440131,22.7524923495,0,3.037509332807904,28.653192191919043,16.067741603145652,0
"333",10,1,"Building",2,7.73432111898,14.1968935699,2,12.054962091681597,14.312899849565989,4.322198037099844,0
"335",10,1,"Building",2,7.6494341693,19.4796789237,2,2.7730943196905558,13.725837126899982,7.54224010168676,0
"336",10,1,"Building",2,2.49255437632,17.1034864242,2,22.740404750180854,12.71812904417202,20.71730687403223,0
"338",10,1,"Building",0,9.15574435206,24.2449074932,0,7.790964241568886,23.25661930029889,1.6850336205013468,0
"339",10,1,"Building",0,0.316690634106,31.6284370771,0,4.942321877053932,30.18020800401063,4.847043618936942,0
"340",10,1,"Building",2,0.0,41.6294754392,2,2.7452716481970523,43.040671905054154,3.086744545250516,0
"341",10,1,"Building",2,7.8599899416,47.554094043,2,5.796740405956037,49.458021380194324,2.807478931648625,0
"342",10,1,"Building",2,7.3718902781,52.0094549567,2,5.796740405956037,49.458021380194324,2.998484686476767,0
"343",10,1,"Building",0,8.37005020056,42.075345186,0,10.20706814464163,40.27229286355023,2.5740304202494224,0
"344",10,1,"Building",2,9.57894968971,52.7095833994,2,12.206243935781776,51.69416334492682,2.8166918437181194,0
"345",10,1,"Building",0,9.78429905146,38.5406772351,0,6.722288821867451,37.931206958227186,3.1220763386760475,0
"346",10,1,"Building",2,20.5731416345,53.1617040758,2,20.831430324840216,56.90287183962227,3.7500732372342513,0
"347",10,1,"Building",0,9.98072222358,32.5317407127,0,11.321400254706496,31.761103883249664,1.546382457883716,0
"348",10,1,"Building",2,19.783332043,39.1103600297,2,30.96203746713995,39.964148871849204,11.211262656216489,0
"314",10,2,"Building",2,27.7512466929,52.9957577633,2,29.317116500790902,52.33725611247196,1.6986973477955214,0
"315",10,2,"Building",0,28.235846582,35.5951202436,0,24.090202422095405,36.27447381931061,4.200938797623915,0
"316",10,2,"Building",2,27.7016405859,46.324726442,2,27.17514342304829,43.888553553697975,2.4924160174795724,0
"317",10,2,"Building",2,27.9021953829,39.1067143171,2,29.810298899930594,34.79172089630534,4.718053333018364,0
"318",10,2,"Building",0,31.3000519989,33.8670601127,0,27.899333944976227,35.3275352748829,3.7010634933267816,0
"321",10,2,"Building",0,22.9716988027,27.5439314627,0,27.93810875058972,29.932342319369248,5.510874176639627,0
"322",10,2,"Building",2,27.9523336706,29.2320727314,2,21.214205347021245,35.7301309520169,9.360936595423619,0
"325",10,2,"Building",2,35.7238171017,27.0766943831,2,23.989075079435615,25.610608196276466,11.825970532531036,0
"327",10,2,"Building",0,24.307378019,22.9095886419,0,20.59713057590401,25.27260106752818,4.398836643099344,0
"329",10,2,"Building",0,17.9825440131,22.7524923495,0,12.992981694794052,27.584026307011364,6.945462728346043,0
"333",10,2,"Building",2,7.73432111898,14.1968935699,2,14.864853448985532,14.005576641014049,7.133098448537807,0
"335",10,2,"Building",2,7.6494341693,19.4796789237,2,10.980029108192218,19.11938973911244,3.350025513858846,0
"336",10,2,"Building",2,2.49255437632,17.1034864242,2,12.984828858525054,15.55916855833377,10.605316661032097,0
"338",10,2,"Building",0,9.15574435206,24.2449074932,0,8.625291768054673,24.188070788008062,0.5334888517438794,0
"339",10,2,"Building",0,0.316690634106,31.6284370771,0,4.56632465361212,33.577132855430335,4.675126151905017,0
"340",10,2,"Building",2,0.0,41.6294754392,2,3.973447211531079,39.83391670033783,4.3603112191136555,0
"341",10,2,"Building",2,7.8599899416,47.554094043,2,7.636466231494905,48.30502405745902,0.7834913755712788,0
"342",10,2,"Building",2,7.3718902781,52.0094549567,2,8.851283559880867,48.7792597864638,3.5528531238985437,0
"343",10,2,"Building",0,8.37005020056,42.075345186,0,8.580178619904823,41.03367728999525,1.0626504402593115,0
"344",10,2,"Building",2,9.57894968971,52.7095833994,2,9.299120631240001,51.81341318446149,0.9388425619384488,0
"345",10,2,"Building",0,9.78429905146,38.5406772351,0,8.252740680138727,38.66816970466403,1.5368556778565141,0
"346",10,2,"Building",2,20.5731416345,53.1617040758,2,23.81575344591938,48.48206168435074,5.693292919866802,0
"347",10,2,"Building",0,9.98072222358,32.5317407127,0,9.716421340553717,30.41701174514419,2.131181260003037,0
"348",10,2,"Building",2,19.783332043,39.1103600297,2,24.651694232074068,32.232213059285016,8.42673460782021,0
"314",10,3,"Building",2,27.7512466929,52.9957577633,2,27.51860720242854,47.934018582240554,5.067082461298528,0
"315",10,3,"Building",0,28.235846582,35.5951202436,0,24.144689669197945,36.149636548314774,4.128565515692173,0
