testid,duration,top_n_beacons,building,floor_true,x_true,y_true,floor_est,x_est,y_est,error,floor_error
"Test12418",10,1,"AM",1,3.594801226538799,56.88285995825111,1,2.9840548084159724,56.61277315577613,0.6678009195269355,0
"Test16545",10,1,"AM",1,4.308557968378728,49.750827094942125,1,5.656041436173412,43.22686132705841,6.661669538223774,0
"Test70565",5,1,"AM",1,4.308557968378728,49.51309274392676,1,10.920236840368835,37.48896998954254,13.722019731760366,0
"Test50294",5,1,"AM",1,7.877342455798169,41.19239045838931,1,10.920236840368835,37.48896998954254,4.7931752945959465,0
"Test40075",10,1,"AM",1,7.639423541851525,40.716921756358595,1,10.920236840368835,37.48896998954254,4.602543699805459,0
"Test79839",5,1,"AM",1,5.260234013275198,37.3886377316792,1,10.920236840368835,37.48896998954254,5.660892029060077,0
"Test84117",5,1,"AM",1,5.260234013275198,31.445280511527507,1,10.920236840368835,37.48896998954254,8.280206187612574,0
"Test8205",10,1,"AM",1,5.260234013275198,31.68301330731065,1,12.069545816188862,19.229463765713483,14.193576836524128,0
"Test70869",10,1,"AM",1,1.6914495258557574,62.58848554904381,1,2.9840548084159724,56.61277315577613,6.113915850218703,0
"Test79992",10,1,"AM",1,1.2156115034075219,66.39223574850158,1,3.712017317638232,64.64922553558304,3.0446882585353805,0
"Test37993",5,1,"AM",1,9.304855939478026,59.497938597036125,1,16.043148462565153,64.49796795221623,8.390761567304523,0
"Test34350",5,1,"AM",1,0.26393565306600075,11.951057507339483,1,0.6517842664369227,11.451495522559782,0.6324466171391712,0
"Test66732",5,1,"AM",1,6.687747886064955,9.335978090938358,1,0.6517842664369227,11.451495522559782,6.395957381109355,0
"Test67062",5,1,"AM",1,6.449828972118311,15.517074327802032,1,12.069545816188862,19.229463765713483,6.735209925922634,0
"Test92679",5,1,"AM",1,14.06323499663068,9.573717107650348,1,7.812291521286784,0.22539742475409205,11.2456825148841,0
"Test85276",5,1,"AM",1,16.44242569253671,14.328404127957462,1,12.069545816188862,19.229463765713483,6.56829231884583,0
"Test44416",5,1,"AM",1,12.635721512950822,13.37746672389604,1,18.846573422920088,0.0,14.74894224670077,0
"Test12418",10,2,"AM",1,3.594801226538799,56.88285995825111,1,12.996075169973238,60.67237616452327,10.136290487012431,0
"Test16545",10,2,"AM",1,4.308557968378728,49.750827094942125,1,3.0937866513839625,42.72243209229576,7.1326016057128525,0
"Test70565",5,2,"AM",1,4.308557968378728,49.51309274392676,1,10.920236840368835,37.48896998954254,13.722019731760366,0
"Test50294",5,2,"AM",1,7.877342455798169,41.19239045838931,1,13.33345350324492,30.55393500225896,11.95599775234757,0
